record_id,database_source,title,original_pdf_collected,original_pdf_match_type,original_pdf_index,original_pdf_pmid,original_pdf_title,pdf_available_for_full_text_review,next_step,authors,year,journal,doi,pmid,duplicate_group_id,source_file,screening_decision,exclusion_reason,notes,ai_title_decision,ai_exclusion_reason,ai_confidence,ai_flags,ai_analysis_tier_hint,reevaluated_title_decision,reevaluated_title_reason,reevaluated_confidence,normalized_title
DUP_01057,PubMed,Functional Magnetic Resonance Imaging Analysis of the Clinical Effect and Cerebral Mechanism of Tuina in Lumbar Disc Herniation: Protocol for a Randomized Controlled Parallel Group Trial,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Jiang C, Huang H, Chen L, Jiang J, Zhang H, Chen J, Chen S, Lin Z.",2024,JMIR Res Protoc,10.2196/63852,39348675,DUP_01057,PUBMED_0518.csv,,,,exclude,not acupuncture-like intervention in title/metadata,medium,strong_fMRI_neuroimaging_term; sham_placebo_control_term; review_or_non_original_flag; protocol_flag; acupuncture_adjacent_modality_flag,,exclude,carried over from first title screen,medium,functional magnetic resonance imaging analysis of the clinical effect and cerebral mechanism of tuina in lumbar disc herniation protocol for a randomized controlled parallel group trial
DUP_01075,Embase,Functional MRI Neurofeedback Outperforms Cognitive Behavioral Therapy for Reducing Tinnitus Distress: A Prospective Randomized Clinical Trial,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,Radiology,,,DUP_01075,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,strong_fMRI_neuroimaging_term,,exclude,carried over from first title screen,high,functional mri neurofeedback outperforms cognitive behavioral therapy for reducing tinnitus distress a prospective randomized clinical trial
DUP_01077,Embase; PubMed,Functional neural substrates of Parkinson's disease and potential underpinnings of acute responses to acupuncture stimulation,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Lee HM, Lee DH, Lee HG, Kwon S, Cho SY, Jung WS, Moon SK, Park JM, Ko CN, Park SU.",2024,Neuroscience,10.1016/j.neuroscience.2024.10.023,39447671,DUP_01077,PUBMED_0518.csv; records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; animal_flag,,exclude,carried over from first title screen,high,functional neural substrates of parkinson s disease and potential underpinnings of acute responses to acupuncture stimulation
DUP_01086,Embase; PubMed,"Gender Differences in Amplitude of Low-Frequency Fluctuation Alterations in Healthy Volunteers by Acupuncture on Left ""LI 15"": A Resting-State fMRI Study",no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Li G, Jing Y, Ren J, Cui S, Yu D.",2024,Behav Neurol,10.1155/2024/3986094,39502831,DUP_01086,PUBMED_0518.csv; records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; strong_fMRI_neuroimaging_term; animal_flag,,exclude,carried over from first title screen,high,gender differences in amplitude of low frequency fluctuation alterations in healthy volunteers by acupuncture on left li 15 a resting state fmri study
DUP_01090,Embase,Genicular Artery embolisation in Patients with Osteoarthritis of the Knee (GENESIS) Using Permanent Microspheres: Long-Term Results: M. W. Little et al.: Genicular Artery embolisation in Patients with Osteoarthritis of the Knee..,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,CardioVascular and Interventional Radiology,,,DUP_01090,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,,,exclude,carried over from first title screen,high,genicular artery embolisation in patients with osteoarthritis of the knee genesis using permanent microspheres long term results m w little et al genicular artery embolisation in patients with osteoarthritis of the knee
DUP_01092,Embase; PubMed,Global trends and hotspots in research on acupuncture for neurodegenerative diseases over the last decade: a bibliometric and visualization analysis,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Tan Q, Liu X, Xu S, Chen J, Li W, Zhang S, Du Y.",2024,Front Aging Neurosci,10.3389/fnagi.2024.1390384,38800611,DUP_01092,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; review_or_non_original_flag; animal_flag,,exclude,carried over from first title screen,high,global trends and hotspots in research on acupuncture for neurodegenerative diseases over the last decade a bibliometric and visualization analysis
DUP_01095,Embase; PubMed,Global trends and performances of infrared imaging technology studies on acupuncture: a bibliometric analysis,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Feng Y, Xia Y, Fan B, Li S, Zhang Z, Fang J.",2024,Front Neurosci,10.3389/fnins.2024.1387752,38707590,DUP_01095,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; review_or_non_original_flag,,exclude,carried over from first title screen,high,global trends and performances of infrared imaging technology studies on acupuncture a bibliometric analysis
DUP_01136,Embase; PubMed,Immediate and long-term brain activation of acupuncture on ischemic stroke patients: an ALE meta-analysis of fMRI studies,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Zhang Y, Lu H, Ren X, Zhang J, Wang Y, Zhang C, Zhao X.",2024,Front Neurosci,10.3389/fnins.2024.1392002,39099634,DUP_01136,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; strong_fMRI_neuroimaging_term; coordinate_result_term; review_or_non_original_flag,,exclude,carried over from first title screen,high,immediate and long term brain activation of acupuncture on ischemic stroke patients an ale meta analysis of fmri studies
DUP_01139,Embase; PubMed,Immediate neural effects of acupuncture manipulation time for stroke with motor dysfunction: a fMRI pilot study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Zhou Y, Dai A, Feng S, Zhu T, Liu M, Shi J, Wang D.",2024,Front Neurosci,10.3389/fnins.2023.1297149,38249582,DUP_01139,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,immediate neural effects of acupuncture manipulation time for stroke with motor dysfunction a fmri pilot study
DUP_01165,Embase; PubMed,Integration patterns of functional brain networks can predict the response to abdominal acupuncture in patients with major depressive disorder,yes,pmid_match,127,39368604,Integration patterns of functional brain networks can predict the response to abdominal acupuncture in patients with major depressive disorder,yes,full_text_review_existing_pdf,"Ma L, Chen S, Zhang Y, Qin X, Wu X.",2024,Neuroscience,10.1016/j.neuroscience.2024.10.002,39368604,DUP_01165,PUBMED_0518.csv; records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; possible_brain_neuro_term; animal_flag,,exclude,carried over from first title screen,high,integration patterns of functional brain networks can predict the response to abdominal acupuncture in patients with major depressive disorder
DUP_01177,Embase; PubMed,Introduction to the Meta-analysis method of functional magnetic resonance imaging research and the exploration of its application in the field of acupuncture,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Ge W, Liu W, Fan X, Li Y, Jia H, Lei K, Li S, Chang Y.",2024,Zhongguo Zhen Jiu,10.13703/j.0255-2930.20230627-k0003,38191155,DUP_01177,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; strong_fMRI_neuroimaging_term; review_or_non_original_flag; animal_flag,,exclude,carried over from first title screen,high,introduction to the meta analysis method of functional magnetic resonance imaging research and the exploration of its application in the field of acupuncture
DUP_01179,Embase; PubMed,Investigating combined acupuncture and transcranial direct current stimulation in patients with poststroke shoulder pain from China: protocol for a randomised controlled trial,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Chen J, Lin Z, Chen S, He J, Liu W, Liu Z, He Y, Rao T, Yang Y, Lin R, Cheng J, Jiang Y, Yang S.",2024,BMJ Open,10.1136/bmjopen-2024-083986,39260860,DUP_01179,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; sham_placebo_control_term; mechanism_deqi_pain_term; review_or_non_original_flag; protocol_flag,,exclude,carried over from first title screen,high,investigating combined acupuncture and transcranial direct current stimulation in patients with poststroke shoulder pain from china protocol for a randomised controlled trial
DUP_01180,Embase,Investigating functional connectivity related to stroke recovery: A systematic review,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,Brain Research,,,DUP_01180,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,strong_fMRI_neuroimaging_term; review_or_non_original_flag,,exclude,carried over from first title screen,high,investigating functional connectivity related to stroke recovery a systematic review
DUP_01188,Embase,Investigation of Physiological Effects of Autonomous Sensory Meridian Response using Electro Dermal Activity and Heart Rate Variability Methods,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,Acta Physiologica,,,DUP_01188,records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; animal_flag,,exclude,carried over from first title screen,high,investigation of physiological effects of autonomous sensory meridian response using electro dermal activity and heart rate variability methods
DUP_01196,Embase,Ipsilateral stimulation shows somatotopy of thumb and shoulder auricular points on the left primary somatosensory cortex using high-density fNIRS,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,bioRxiv,,,DUP_01196,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,medium,possible_brain_neuro_term; non_fMRI_modality_flag; acupuncture_adjacent_modality_flag,,exclude,carried over from first title screen,medium,ipsilateral stimulation shows somatotopy of thumb and shoulder auricular points on the left primary somatosensory cortex using high density fnirs
DUP_01202,Embase,"Ketamine-assisted psychotherapy, psychedelic methodologies, and the impregnable value of the subjective—a new and evolving approach",no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,Frontiers in Psychiatry,,,DUP_01202,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,,,exclude,carried over from first title screen,high,ketamine assisted psychotherapy psychedelic methodologies and the impregnable value of the subjective a new and evolving approach
DUP_01212,Embase; PubMed,Limbic system plasticity after electroacupuncture intervention in knee osteoarthritis rats,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Huang RR, Wu JJ, Shen J, Xing XX, Hua XY, Zheng MX, Xiao LB, Xu JG.",2024,Neurosci Lett,10.1016/j.neulet.2023.137580,38072028,DUP_01212,PUBMED_0518.csv; records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; possible_brain_neuro_term; animal_flag,,exclude,carried over from first title screen,high,limbic system plasticity after electroacupuncture intervention in knee osteoarthritis rats
DUP_01229,PubMed,Magnetic resonance imaging studies on acupuncture therapy in cerebral ischemic stroke: A systematic review,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Li M, Mu B, Li M, Zhang X, Zhang J, Huang H, Wang H.",2024,Heliyon,10.1016/j.heliyon.2024.e39059,39497995,DUP_01229,PUBMED_0518.csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; possible_brain_neuro_term; review_or_non_original_flag,,exclude,carried over from first title screen,high,magnetic resonance imaging studies on acupuncture therapy in cerebral ischemic stroke a systematic review
DUP_01235,Embase,"Major depressive disorder: hypothesis, mechanism, prevention and treatment",no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,Signal Transduction and Targeted Therapy,,,DUP_01235,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,,,exclude,carried over from first title screen,high,major depressive disorder hypothesis mechanism prevention and treatment
DUP_01248,Embase; PubMed,Mechanism of Acupuncture in Treating Obesity: Advances and Prospects,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Wang MN, Zhai MX, Wang YT, Dai QF, Liu L, Zhao LP, Xia QY, Li S, Li B.",2024,Am J Chin Med,10.1142/S0192415X24500010,38351701,DUP_01248,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,mechanism of acupuncture in treating obesity advances and prospects
DUP_01256,Embase,Mechanistic investigation of acupuncture treatment in patients with migraine: Evidence from brain imaging study (I),no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2024,World Journal of Acupuncture - Moxibustion,,,DUP_01256,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; acupuncture_adjacent_modality_flag,systematic review / possible fMRI candidate,include,carried over from first title screen,high,mechanistic investigation of acupuncture treatment in patients with migraine evidence from brain imaging study i
DUP_01272,Embase; PubMed,Modulating the default mode network: Antidepressant efficacy of transcutaneous electrical cranial-auricular acupoints stimulation targeting the insula,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Yue M, Peng X, Chunlei G, Yi L, Shanshan G, Jifei S, Qingyan C, Bai Z, Yong L, Zhangjin Z, Peijing R, Jiliang F.",2024,Psychiatry Res Neuroimaging,10.1016/j.pscychresns.2024.111787,38295529,DUP_01272,PUBMED_0518.csv; records (1).csv,,,,exclude,acupuncture-adjacent modality only,medium,acupuncture_term; strong_fMRI_neuroimaging_term; acupuncture_adjacent_modality_flag,,exclude,carried over from first title screen,medium,modulating the default mode network antidepressant efficacy of transcutaneous electrical cranial auricular acupoints stimulation targeting the insula
DUP_01275,Embase; PubMed,Modulation of Brain Activities in Healthy Individuals by Acupuncture at Quchi (LI11),no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Zhang K, Shen J, Liu T, Yang H.",2024,Brain Topogr,10.1007/s10548-024-01077-9,39397172,DUP_01275,PUBMED_0518.csv; records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,modulation of brain activities in healthy individuals by acupuncture at quchi li11
