pmid,contrast_id,contrast_label,contrast_type,contrast_category,method_category,arm_1,arm_2,analysis_method,analysis_scope,direction,n_subjects,disease_condition,title
24062782,contrast_tactile_tingling_covariate,Brain activity associated with tingling sensation during tactile stimulation,ANCOVA with tingling intensity scores as covariate; percent MR signal change to tactile stimulation,correlation_deqi,correlation_brain_behavior,arm_tactile,not_applicable,ANCOVA with individual needling sensation scores as covariates; percent MR signal change,whole_brain,positive BOLD responses predominantly,59,healthy subjects,Neural Encoding of Acupuncture Needling Sensations: Evidence from a fMRI Study
24062782,28480365_SR_C1,Mean fMRI response to tactile stimulation,activation,deactivation,whole_brain_activation,,,activation,,deactivation,59,healthy subjects,Neural Encoding of Acupuncture Needling Sensations: Evidence from a fMRI Study
24062782,28480365_SR_C2,Mean fMRI response to tactile stimulation,activation,sham_gt_rest,whole_brain_activation,,,activation,,activation,59,healthy subjects,Neural Encoding of Acupuncture Needling Sensations: Evidence from a fMRI Study
24459533,contrast_ReHo_FD_post_vs_pre,ReHo changes in FD patients after acupuncture (postacupuncture minus preacupuncture),within-group pre vs post,verum_post_gt_pre,whole_brain_activation,arm_FD,not_applicable,paired t-test (postacupuncture minus preacupuncture),whole_brain,both increase and decrease reported separately,36,Functional diarrhea (FD),Influence of Acupuncture Stimulation on Cerebral Network in Functional Diarrhea
24459533,contrast_ReHo_HC_post_vs_pre,ReHo changes in HC after acupuncture (postacupuncture minus preacupuncture),within-group pre vs post,verum_post_gt_pre,whole_brain_activation,arm_HC,not_applicable,paired t-test (postacupuncture minus preacupuncture),whole_brain,both increase and decrease reported separately,36,Functional diarrhea (FD),Influence of Acupuncture Stimulation on Cerebral Network in Functional Diarrhea
24459533,contrast_ReHo_ACC_correlation,Correlation between increased ReHo in left ACC after acupuncture and change in defecation frequency in FD group,brain-behavior correlation,correlation_clinical,correlation_brain_behavior,arm_FD,not_applicable,Pearson or Spearman correlation (not specified) between altered ReHo value in ACC area of FD and decrease in defecation frequency during the second week (second week of the treatment minus baseline),ROI,negative correlation (increased ReHo in left ACC negatively correlated with reduction in defecation frequency),36,Functional diarrhea (FD),Influence of Acupuncture Stimulation on Cerebral Network in Functional Diarrhea
24459533,contrast_FC_FD_post_vs_pre,Functional connectivity network of ACC-L changes in FD patients after treatment,"within-group pre vs post, seed-based functional connectivity",verum_post_gt_pre,seed_based_fc,arm_FD,not_applicable,"seed voxel correlation with Fisher's Z transformation, paired sample t-test",seed_based,negative correlation (decreased functional connectivity after acupuncture),36,Functional diarrhea (FD),Influence of Acupuncture Stimulation on Cerebral Network in Functional Diarrhea
24459533,contrast_FC_HC_post_vs_pre,Functional connectivity network of ACC-L changes in HC after treatment,"within-group pre vs post, seed-based functional connectivity",verum_post_gt_pre,seed_based_fc,arm_HC,not_applicable,"seed voxel correlation with Fisher's Z transformation, paired sample t-test",seed_based,negative correlation (decreased functional connectivity after acupuncture),36,Functional diarrhea (FD),Influence of Acupuncture Stimulation on Cerebral Network in Functional Diarrhea
24603951,con_01,NC>AD: decreased connectivity to left hippocampus in AD group comparing to control group,"two-sample t-test, between-group comparison at resting state",group_comparison,seed_based_fc,arm_NC,arm_AD,random effect two-sample t-test on Fisher r-to-z transformed functional connectivity values,seed_based,NC>AD (decreased connectivity in AD),28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,con_02,AD>NC: increased connectivity to left hippocampus in AD group comparing to control group,"two-sample t-test, between-group comparison at resting state",group_comparison,seed_based_fc,arm_AD,arm_NC,random effect two-sample t-test on Fisher r-to-z transformed functional connectivity values,seed_based,AD>NC,28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,con_03,NC>AD: decreased connectivity to right hippocampus in AD group comparing to control group,"two-sample t-test, between-group comparison at resting state",group_comparison,seed_based_fc,arm_NC,arm_AD,random effect two-sample t-test on Fisher r-to-z transformed functional connectivity values,seed_based,NC>AD (decreased connectivity in AD),28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,con_04,AD>NC: increased connectivity to right hippocampus in AD group comparing to control group,"two-sample t-test, between-group comparison at resting state",group_comparison,seed_based_fc,arm_AD,arm_NC,random effect two-sample t-test on Fisher r-to-z transformed functional connectivity values,seed_based,AD>NC,28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,con_05,ROI comparison: connectivity of left hippocampus-right MPFC between pre and post acupuncture in healthy controls,"independent-sample t-test, ROI analysis, pre vs post acupuncture",verum_post_gt_pre,roi_fc,arm_NC,arm_NC,independent-sample t-test on extracted z values for pre-acupuncture and post-acupuncture,ROI,controls before > controls after (decreased connectivity following acupuncture in healthy controls),28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,con_06,ROI comparison: connectivity of left hippocampus-right MPFC between pre and post acupuncture in AD patients,"independent-sample t-test, ROI analysis, pre vs post acupuncture",verum_post_gt_pre,roi_fc,arm_AD,arm_AD,independent-sample t-test on extracted z values for pre-acupuncture and post-acupuncture,ROI,decreased connectivity (not significant) in AD patients after acupuncture,28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,con_07,ROI comparison: connectivity of right hippocampus and right ITG between pre and post acupuncture in healthy controls,"independent-sample t-test, ROI analysis, pre vs post acupuncture",verum_post_gt_pre,roi_fc,arm_NC,arm_NC,independent-sample t-test on extracted z values for pre-acupuncture and post-acupuncture,ROI,lower following acupuncture in control group (not significant),28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,con_08,ROI comparison: connectivity of right hippocampus and right ITG between pre and post acupuncture in AD patients,"independent-sample t-test, ROI analysis, pre vs post acupuncture",verum_post_gt_pre,roi_fc,arm_AD,arm_AD,independent-sample t-test on extracted z values for pre-acupuncture and post-acupuncture,ROI,"AD patients showed higher connectivity after acupuncture (not significant, approaching significance)",28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,con_09,ROI comparison: connectivity of right hippocampus and right STG between pre and post acupuncture in healthy controls,"independent-sample t-test, ROI analysis, pre vs post acupuncture",verum_post_gt_pre,roi_fc,arm_NC,arm_NC,independent-sample t-test on extracted z values for pre-acupuncture and post-acupuncture,ROI,lower following acupuncture in control group (not significant),28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,con_10,ROI comparison: connectivity of right hippocampus and right STG between pre and post acupuncture in AD patients,"independent-sample t-test, ROI analysis, pre vs post acupuncture",verum_post_gt_pre,roi_fc,arm_AD,arm_AD,independent-sample t-test on extracted z values for pre-acupuncture and post-acupuncture,ROI,"AD patients showed higher connectivity after acupuncture (not significant, approaching significance)",28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,con_11,Whole brain: AD after>AD before: increased connectivity to left hippocampus in AD group after acupuncture comparing to before acupuncture,whole brain post vs pre acupuncture comparison in AD patients,verum_post_gt_pre,seed_based_fc,arm_AD,arm_AD,random effect t-test (implied from methods); whole brain comparison of post vs pre acupuncture hippocampal connectivity,whole_brain,AD after > AD before (increased connectivity after acupuncture),28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,con_12,Whole brain: AD after<AD before: decreased connectivity to left hippocampus in AD group after acupuncture comparing to before acupuncture,whole brain post vs pre acupuncture comparison in AD patients,deactivation,seed_based_fc,arm_AD,arm_AD,random effect t-test (implied from methods); whole brain comparison of post vs pre acupuncture hippocampal connectivity,whole_brain,AD before > AD after,28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,con_13,Whole brain: AD after vs AD before: right hippocampus,whole brain post vs pre acupuncture comparison in AD patients,verum_post_gt_pre,seed_based_fc,arm_AD,arm_AD,random effect t-test (implied from methods); whole brain comparison of post vs pre acupuncture hippocampal connectivity,whole_brain,,28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,con_14,Whole brain: Controls after>Controls before: increased connectivity to left hippocampus in normal control group after acupuncture comparing to before acupuncture,whole brain post vs pre acupuncture comparison in normal controls,verum_post_gt_pre,seed_based_fc,arm_NC,arm_NC,random effect t-test (implied from methods); whole brain comparison of post vs pre acupuncture hippocampal connectivity,whole_brain,Controls after > Controls before (increased connectivity after acupuncture),28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,con_15,Whole brain: Controls before>Controls after: decreased connectivity to left hippocampus in normal control group after acupuncture comparing to before acupuncture,whole brain post vs pre acupuncture comparison in normal controls,deactivation,seed_based_fc,arm_NC,arm_NC,random effect t-test (implied from methods); whole brain comparison of post vs pre acupuncture hippocampal connectivity,whole_brain,Controls before > Controls after (decreased connectivity after acupuncture),28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,con_16,Whole brain: Controls after>Controls before: increased connectivity to right hippocampus in normal control group after acupuncture comparing to before acupuncture,whole brain post vs pre acupuncture comparison in normal controls,verum_post_gt_pre,seed_based_fc,arm_NC,arm_NC,random effect t-test (implied from methods); whole brain comparison of post vs pre acupuncture hippocampal connectivity,whole_brain,Controls after > Controls before (increased connectivity after acupuncture),28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,24618840_C1,Regions showing decreased hippocampal connectivity in AD subjects during resting state - Left hippocampus NC>AD,FC,group_comparison,seed_based_fc,NC (Normal Controls),AD (Alzheimer Disease),FC,whole_brain,NC > AD (decreased connectivity in AD),28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
24603951,24618840_C2,Regions showing decreased hippocampal connectivity in AD subjects during resting state - Right hippocampus NC>AD,FC,group_comparison,seed_based_fc,NC (Normal Controls),AD (Alzheimer Disease),FC,whole_brain,NC > AD (decreased connectivity in AD),28,Alzheimer disease (AD),Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
