pmid,arm_id,arm_type,outcome_measure,outcome_domain,scale_name,timepoint_raw,timepoint_class,reporting_format,value_exact,parse_method,parsed_format,mean,sd,se,median,iqr_low,iqr_high,ci_low,ci_high,count,pct,pre_mean,pre_sd,post_mean,post_sd,n_analyzed,higher_is_better,scale_min,scale_max,instrument_matched,disease_condition,healthy_volunteers,within_group_change,between_group_difference,effect_size_reported,p_value
26839078,AG,verum_acupuncture,SAS score,mood,self-rating anxiety scale (SAS),Baseline,baseline,mean (95% CI),45.73 (43.21; 48.26),regex,mean_ci,45.73,8.737440411934333,,,,,43.21,48.26,,,,,,,46.0,False,20.0,80.0,True,Migraine without aura (MwoA),True,not_reported,not_reported,not_reported,not_reported
26839078,AG,verum_acupuncture,SAS score,mood,self-rating anxiety scale (SAS),End of treatment,post,mean (95% CI),39.18 (36.46; 41.91),regex,mean_ci,39.18,9.429514900008336,,,,,36.46,41.91,,,,,,,46.0,False,20.0,80.0,True,Migraine without aura (MwoA),True,not_reported,not_reported,not_reported,0.000
26839078,VA1,verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),Baseline,baseline,mean (95% CI),42.41 (34.55; 50.27),regex,mean_ci,42.41,13.30034227152727,,,,,34.55,50.27,,,,,,,11.0,False,20.0,80.0,True,Migraine without aura (MwoA),True,not_reported,not_reported,not_reported,not_reported
26839078,VA1,verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),End of treatment,post,mean (95% CI),41.93 (33.11; 50.75),regex,mean_ci,41.93,14.924811556599298,,,,,33.11,50.75,,,,,,,11.0,False,20.0,80.0,True,Migraine without aura (MwoA),True,not_reported,not_reported,not_reported,0.832
26839078,VA2,verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),Baseline,baseline,mean (95% CI),50.86 (45.14; 56.59),regex,mean_ci,50.86,9.68759026774728,,,,,45.14,56.59,,,,,,,11.0,False,20.0,80.0,True,Migraine without aura (MwoA),True,not_reported,not_reported,not_reported,not_reported
26839078,VA2,verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),End of treatment,post,mean (95% CI),43.86 (36.67; 51.05),regex,mean_ci,43.86,12.166598082987408,,,,,36.67,51.05,,,,,,,11.0,False,20.0,80.0,True,Migraine without aura (MwoA),True,not_reported,not_reported,not_reported,0.071
26839078,VA3,verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),Baseline,baseline,mean (95% CI),43.90 (36.43; 51.38),regex,mean_ci,43.9,13.750763155149654,,,,,36.43,51.38,,,,,,,13.0,False,20.0,80.0,True,Migraine without aura (MwoA),True,not_reported,not_reported,not_reported,not_reported
26839078,VA3,verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),End of treatment,post,mean (95% CI),38.92 (32.31; 45.53),regex,mean_ci,38.92,12.159537719804575,,,,,32.31,45.53,,,,,,,13.0,False,20.0,80.0,True,Migraine without aura (MwoA),True,not_reported,not_reported,not_reported,0.070
26839078,SA,sham_acupuncture,SDS score,mood,self-rating depression scale (SDS),Baseline,baseline,mean (95% CI),44.27 (37.41; 51.14),regex,mean_ci,44.27,11.61664754377032,,,,,37.41,51.14,,,,,,,11.0,False,20.0,80.0,True,Migraine without aura (MwoA),True,not_reported,not_reported,not_reported,not_reported
26839078,SA,sham_acupuncture,SDS score,mood,self-rating depression scale (SDS),End of treatment,post,mean (95% CI),37.34 (30.69; 43.98),regex,mean_ci,37.34,11.244373332607973,,,,,30.69,43.98,,,,,,,11.0,False,20.0,80.0,True,Migraine without aura (MwoA),True,not_reported,not_reported,not_reported,0.118
26839078,WT,waitlist,SDS score,mood,self-rating depression scale (SDS),Baseline,baseline,mean (95% CI),47.34 (42.48; 52.21),regex,mean_ci,47.34,9.928571428571432,,,,,42.48,52.21,,,,,,,16.0,False,20.0,80.0,True,Migraine without aura (MwoA),True,not_reported,not_reported,not_reported,not_reported
26839078,WT,waitlist,SDS score,mood,self-rating depression scale (SDS),End of treatment,post,mean (95% CI),41.25 (35.99; 46.51),regex,mean_ci,41.25,10.734693877551017,,,,,35.99,46.51,,,,,,,16.0,False,20.0,80.0,True,Migraine without aura (MwoA),True,not_reported,not_reported,not_reported,0.065
26839078,AG,verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),Baseline,baseline,mean (95% CI),45.30 (42.03; 48.57),regex,mean_ci,45.3,11.315417880010012,,,,,42.03,48.57,,,,,,,46.0,False,20.0,80.0,True,Migraine without aura (MwoA),True,not_reported,not_reported,not_reported,not_reported
26839078,AG,verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),End of treatment,post,mean (95% CI),40.45 (37.14; 43.75),regex,mean_ci,40.45,11.436530915422964,,,,,37.14,43.75,,,,,,,46.0,False,20.0,80.0,True,Migraine without aura (MwoA),True,not_reported,not_reported,not_reported,0.003
27242492,arm_HC,healthy_control,17-items Hamilton Depression Rating Scale (HDRS-17),symptom_severity,HDRS-17,baseline,baseline,mean ± SD,4.48 ± 3.22,regex,mean_sd,4.48,3.22,,,,,,,,,,,,,29.0,False,,,True,"First-episode, drug-naïve major depressive disorder (MDD)",True,not_reported,not_reported,not_reported,<0.001
27242492,arm_MDD,verum_acupuncture,17-items Hamilton Depression Rating Scale (HDRS-17),symptom_severity,HDRS-17,baseline,baseline,mean ± SD,21.31 ± 2.58,regex,mean_sd,21.31,2.58,,,,,,,,,,,,,29.0,False,,,True,"First-episode, drug-naïve major depressive disorder (MDD)",True,not_reported,not_reported,not_reported,<0.001
27242492,arm_HC,healthy_control,self-rating depression scale (SDS),mood,SDS,baseline,baseline,mean ± SD,42.17 ± 7.74,regex,mean_sd,42.17,7.74,,,,,,,,,,,,,29.0,False,20.0,80.0,True,"First-episode, drug-naïve major depressive disorder (MDD)",True,not_reported,not_reported,not_reported,<0.001
27242492,arm_MDD,verum_acupuncture,self-rating depression scale (SDS),mood,SDS,baseline,baseline,mean ± SD,62.72 ± 9.81,regex,mean_sd,62.72,9.81,,,,,,,,,,,,,29.0,False,20.0,80.0,True,"First-episode, drug-naïve major depressive disorder (MDD)",True,not_reported,not_reported,not_reported,<0.001
27242492,arm_HC,healthy_control,self rating anxiety scale (SAS),mood,SAS,baseline,baseline,mean ± SD,43.00 ± 7.59,regex,mean_sd,43.0,7.59,,,,,,,,,,,,,29.0,False,20.0,80.0,True,"First-episode, drug-naïve major depressive disorder (MDD)",True,not_reported,not_reported,not_reported,<0.001
27242492,arm_MDD,verum_acupuncture,self rating anxiety scale (SAS),mood,SAS,baseline,baseline,mean ± SD,62.14 ± 8.79,regex,mean_sd,62.14,8.79,,,,,,,,,,,,,29.0,False,20.0,80.0,True,"First-episode, drug-naïve major depressive disorder (MDD)",True,not_reported,not_reported,not_reported,<0.001
27242492,arm_HC,healthy_control,Age (years),other,not_reported,baseline,baseline,mean ± SD,26.76 ± 1.72,regex,mean_sd,26.76,1.72,,,,,,,,,,,,,29.0,,,,False,"First-episode, drug-naïve major depressive disorder (MDD)",True,not_reported,not_reported,not_reported,0.138
27242492,arm_MDD,verum_acupuncture,Age (years),other,not_reported,baseline,baseline,mean ± SD,28.69 ± 6.69,regex,mean_sd,28.69,6.69,,,,,,,,,,,,,29.0,,,,False,"First-episode, drug-naïve major depressive disorder (MDD)",True,not_reported,not_reported,not_reported,0.138
27242492,arm_HC,healthy_control,Weight (kg),other,not_reported,baseline,baseline,mean ± SD,59.55 ± 12.95,regex,mean_sd,59.55,12.95,,,,,,,,,,,,,29.0,,,,False,"First-episode, drug-naïve major depressive disorder (MDD)",True,not_reported,not_reported,not_reported,0.157
27242492,arm_MDD,verum_acupuncture,Weight (kg),other,not_reported,baseline,baseline,mean ± SD,55.10 ± 10.50,regex,mean_sd,55.1,10.5,,,,,,,,,,,,,29.0,,,,False,"First-episode, drug-naïve major depressive disorder (MDD)",True,not_reported,not_reported,not_reported,0.157
27242911,arm_included_studies,other,Average sample size per group across all included studies,other,not_reported,1995–2014,other,mean,15 participants per group,unparseable,,,,,,,,,,,,,,,,168.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Average sample size per group for studies performed on patients,other,not_reported,1995–2014,other,mean,"16 participants per group; maximal 55, minimal 1",unparseable,,,,,,,,,,,,,,,,25.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Average sample size per group for studies performed on healthy subjects,other,not_reported,1995–2014,other,mean,"14 per group; maximal 48, minimal 1",unparseable,,,,,,,,,,,,,,,,122.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Number of studies performed on healthy subjects,other,not_reported,1995–2014,other,count,122 studies (72.78%),unparseable,,,,,,,,,,,,,,,,168.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Number of studies performed on patients,other,not_reported,1995–2014,other,count,25 studies,unparseable,,,,,,,,,,,,,,,,168.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Number of studies recruiting both healthy subjects and patients,other,not_reported,1995–2014,other,count,21 studies,unparseable,,,,,,,,,,,,,,,,168.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Average age range of healthy subjects across included studies,other,not_reported,1995–2014,other,mean,average age range 18.3 years old; maximal age range 62; minimal age range 3,unparseable,,,,,,,,,,,,,,,,,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Average age range of patients across included studies,other,not_reported,1995–2014,other,mean,average age range 29 years old; maximal age range 57; minimal age range 6,unparseable,,,,,,,,,,,,,,,,,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Gender of participants reported,other,not_reported,1995–2014,other,count,159 studies described gender (56.7% male and 43.3% female); 9 studies did not mention gender,unparseable,,,,,,,,,,,,,,,,168.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Studies that described and restricted the race of participants,other,not_reported,1995–2014,other,count,14 studies (8.33%),unparseable,,,,,,,,,,,,,,,,168.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Studies that asked for right-hand participants in inclusion criteria,other,not_reported,1995–2014,other,count,136 studies,unparseable,,,,,,,,,,,,,,,,168.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Studies performing psychological assessment on participants,mood,"SDS, SAS, BDI, STAI",1995–2014,other,count,4 studies; SDS and SAS used in 2 studies; BDI used in 1 study; STAI used in 1 study,unparseable,,,,,,,,,,,,,,,,168.0,False,20.0,80.0,True,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Studies describing participants as acupuncture naive,other,not_reported,1995–2014,other,count,73 articles described participants as acupuncture naive; 81 articles total described acupuncture experience; 44.04% of studies had acupuncture naive participants,unparseable,,,,,,,,,,,,,,,,168.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Studies that mentioned ethical review,other,not_reported,1995–2014,other,count,139 studies,unparseable,,,,,,,,,,,,,,,,168.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Studies performed with the cooperation of more than two countries,other,not_reported,1995–2014,other,percentage,60 studies (63.7%),unparseable,,,,,,,,,,,,,,,,168.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Proportion of studies using manual acupuncture as intervention method (1995–2014),other,not_reported,1995–2014,other,percentage,66.27% (111 studies),unparseable,,,,,,,,,,,,,,,,168.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Proportion of studies using electroacupuncture as intervention method (1995–2014),other,not_reported,1995–2014,other,percentage,18.93% (32 studies),unparseable,,,,,,,,,,,,,,,,168.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Studies that described manipulation procedure of acupuncture,other,not_reported,1995–2014,other,count,134 articles (79.88%),unparseable,,,,,,,,,,,,,,,,168.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Studies that mentioned the qualification of acupuncturists,other,not_reported,1995–2014,other,count,99 articles (59.5%),unparseable,,,,,,,,,,,,,,,,168.0,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Number of studies on Stroke,other,not_reported,1995–2014,other,count,12 studies,unparseable,,,,,,,,,,,,,,,,,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Number of studies on Alzheimer's disease,other,not_reported,1995–2014,other,count,2 studies,unparseable,,,,,,,,,,,,,,,,,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Number of studies on Bell's palsy,other,not_reported,1995–2014,other,count,2 studies,unparseable,,,,,,,,,,,,,,,,,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
27242911,arm_included_studies,other,Number of studies on Mild cognitive impairment,other,not_reported,1995–2014,other,count,2 studies,unparseable,,,,,,,,,,,,,,,,,,,,False,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions",,not_reported,not_reported,not_reported,not_reported
