pmid,arm_id,arm_label,arm_type,outcome_measure,outcome_domain,scale_name,timepoint,reporting_format,value,n_analyzed,within_group_change,between_group_difference,effect_size_reported,statistical_test,p_value,analysis_population,disease_condition
25024729,arm_PSA,patients with PSA,other,Listening,function,Chinese Rehabilitation Research Center for Chinese Standard Aphasia Examination (CRRCAE),baseline (clinical characteristics),mean ± SD,25 ± 9,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,PSA patients with CRRCAE scores (n = 12),Post-stroke aphasia (PSA) caused by left hemisphere stroke
25024729,arm_PSA,patients with PSA,other,Repeating,function,Chinese Rehabilitation Research Center for Chinese Standard Aphasia Examination (CRRCAE),baseline (clinical characteristics),mean ± SD,20 ± 7,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,PSA patients with CRRCAE scores (n = 12),Post-stroke aphasia (PSA) caused by left hemisphere stroke
25024729,arm_PSA,patients with PSA,other,Speaking,function,Chinese Rehabilitation Research Center for Chinese Standard Aphasia Examination (CRRCAE),baseline (clinical characteristics),mean ± SD,11 ± 10,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,PSA patients with CRRCAE scores (n = 12),Post-stroke aphasia (PSA) caused by left hemisphere stroke
25024729,arm_PSA,patients with PSA,other,Reading aloud,function,Chinese Rehabilitation Research Center for Chinese Standard Aphasia Examination (CRRCAE),baseline (clinical characteristics),mean ± SD,17 ± 7,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,PSA patients with CRRCAE scores (n = 12),Post-stroke aphasia (PSA) caused by left hemisphere stroke
25024729,arm_PSA,patients with PSA,other,Reading comprehension,function,Chinese Rehabilitation Research Center for Chinese Standard Aphasia Examination (CRRCAE),baseline (clinical characteristics),mean ± SD,21 ± 10,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,PSA patients with CRRCAE scores (n = 12),Post-stroke aphasia (PSA) caused by left hemisphere stroke
25024729,arm_PSA,patients with PSA,other,Transcribing,function,Chinese Rehabilitation Research Center for Chinese Standard Aphasia Examination (CRRCAE),baseline (clinical characteristics),mean ± SD,3 ± 4,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,PSA patients with CRRCAE scores (n = 12),Post-stroke aphasia (PSA) caused by left hemisphere stroke
25024729,arm_PSA,patients with PSA,other,Describing,function,Chinese Rehabilitation Research Center for Chinese Standard Aphasia Examination (CRRCAE),baseline (clinical characteristics),mean ± SD,2 ± 4,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,PSA patients with CRRCAE scores (n = 12),Post-stroke aphasia (PSA) caused by left hemisphere stroke
25024729,arm_PSA,patients with PSA,other,Dictating,function,Chinese Rehabilitation Research Center for Chinese Standard Aphasia Examination (CRRCAE),baseline (clinical characteristics),mean ± SD,1 ± 2,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,PSA patients with CRRCAE scores (n = 12),Post-stroke aphasia (PSA) caused by left hemisphere stroke
25024729,arm_PSA,patients with PSA,other,Calculating,function,Chinese Rehabilitation Research Center for Chinese Standard Aphasia Examination (CRRCAE),baseline (clinical characteristics),mean ± SD,3 ± 4,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,PSA patients with CRRCAE scores (n = 12),Post-stroke aphasia (PSA) caused by left hemisphere stroke
25024729,arm_PSA,patients with PSA,other,BDAE,symptom_severity,Boston Diagnostic Aphasia Examination (BDAE),baseline (clinical characteristics),mean,2,16.0,not_reported,not_reported,not_reported,not_reported,not_reported,PSA patients (n = 16 analyzed neuroimaging; n for BDAE not separately specified),Post-stroke aphasia (PSA) caused by left hemisphere stroke
25206576,arm_conv,conventional acupuncture group,active_control,End Diastolic Velocity (EDV) of facial artery on affected side,physiological,Doppler ultrasound EDV (cm/s),Before Treatment,mean ± SD,7.64 ± 1.23,100.0,not_reported,"t = 0.728, P = 0.468 (vs YYHAT group pre-treatment)",not_reported,student t-test,0.468,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_conv,conventional acupuncture group,active_control,End Diastolic Velocity (EDV) of facial artery on affected side,physiological,Doppler ultrasound EDV (cm/s),After Treatment (three weeks),mean ± SD,14.75 ± 2.25,100.0,significantly improved compared to pre-treatment (P < 0.05),"t = 2.025, P = 0.044 (vs YYHAT group post-treatment)",not_reported,student t-test,0.044,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,End Diastolic Velocity (EDV) of facial artery on affected side,physiological,Doppler ultrasound EDV (cm/s),Before Treatment,mean ± SD,7.49 ± 1.59,102.0,not_reported,"t = 0.728, P = 0.468 (vs conventional group pre-treatment)",not_reported,student t-test,0.468,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,End Diastolic Velocity (EDV) of facial artery on affected side,physiological,Doppler ultrasound EDV (cm/s),After Treatment (three weeks),mean ± SD,15.62 ± 3.68,102.0,significantly improved compared to pre-treatment (P < 0.05),"t = 2.025, P = 0.044 (vs conventional group post-treatment)",not_reported,student t-test,0.044,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_conv,conventional acupuncture group,active_control,Systolic Peak Velocity (Vs) of facial artery on affected side,physiological,Doppler ultrasound Vs (cm/s),Before Treatment,mean ± SD,43.79 ± 6.31,100.0,not_reported,"t = 0.555, P = 0.579 (vs YYHAT group pre-treatment)",not_reported,student t-test,0.579,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_conv,conventional acupuncture group,active_control,Systolic Peak Velocity (Vs) of facial artery on affected side,physiological,Doppler ultrasound Vs (cm/s),After Treatment (three weeks),mean ± SD,59.16 ± 6.77,100.0,significantly improved compared to pre-treatment (P < 0.05),"t = 2.371, P = 0.019 (vs YYHAT group post-treatment)",not_reported,student t-test,0.019,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,Systolic Peak Velocity (Vs) of facial artery on affected side,physiological,Doppler ultrasound Vs (cm/s),Before Treatment,mean ± SD,43.27 ± 6.89,102.0,not_reported,"t = 0.555, P = 0.579 (vs conventional group pre-treatment)",not_reported,student t-test,0.579,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,Systolic Peak Velocity (Vs) of facial artery on affected side,physiological,Doppler ultrasound Vs (cm/s),After Treatment (three weeks),mean ± SD,61.38 ± 6.57,102.0,significantly improved compared to pre-treatment (P < 0.05),"t = 2.371, P = 0.019 (vs conventional group post-treatment)",not_reported,student t-test,0.019,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_conv,conventional acupuncture group,active_control,Resistance Index (RI) of facial artery on affected side,physiological,Doppler ultrasound RI,Before Treatment,mean ± SD,0.85 ± 0.26,100.0,not_reported,"t = 1.477, P = 0.141 (vs YYHAT group pre-treatment)",not_reported,student t-test,0.141,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_conv,conventional acupuncture group,active_control,Resistance Index (RI) of facial artery on affected side,physiological,Doppler ultrasound RI,After Treatment (three weeks),mean ± SD,0.66 ± 0.12,100.0,significantly improved compared to pre-treatment (P < 0.05),"t = 0.932, P = 0.353 (vs YYHAT group post-treatment); no significant difference",not_reported,student t-test,0.353,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,Resistance Index (RI) of facial artery on affected side,physiological,Doppler ultrasound RI,Before Treatment,mean ± SD,0.89 ± 0.20,102.0,not_reported,"t = 1.477, P = 0.141 (vs conventional group pre-treatment)",not_reported,student t-test,0.141,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,Resistance Index (RI) of facial artery on affected side,physiological,Doppler ultrasound RI,After Treatment (three weeks),mean ± SD,0.68 ± 0.18,102.0,significantly improved compared to pre-treatment (P < 0.05),"t = 0.932, P = 0.353 (vs conventional group post-treatment); no significant difference",not_reported,student t-test,0.353,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_conv,conventional acupuncture group,active_control,Facial motor function score (modified Portmann score),function,Modified Portmann score - facial motor function,After Treatment (three weeks),count,0-6: 18 (18.00%); 7-12: 24 (24.00%); 13-18: 58 (58.00%),100.0,not_reported,"χ2 = 6.350, P = 0.042",not_reported,chi-square test,0.042,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,Facial motor function score (modified Portmann score),function,Modified Portmann score - facial motor function,After Treatment (three weeks),count,0-6: 7 (6.86%); 7-12: 23 (22.55%); 13-18: 72 (70.59%),102.0,not_reported,"χ2 = 6.350, P = 0.042",not_reported,chi-square test,0.042,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_conv,conventional acupuncture group,active_control,Resting state facial appearance score (modified Portmann score),function,Modified Portmann score - facial resting state,After Treatment (three weeks),count,0: 23 (23.00%); 1: 39 (39.00%); 2: 38 (38.00%),100.0,not_reported,"χ2 = 9.453, P = 0.009",not_reported,chi-square test,0.009,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,Resting state facial appearance score (modified Portmann score),function,Modified Portmann score - facial resting state,After Treatment (three weeks),count,0: 11 (10.78%); 1: 32 (31.37%); 2: 59 (57.84%),102.0,not_reported,"χ2 = 9.453, P = 0.009",not_reported,chi-square test,0.009,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_conv,conventional acupuncture group,active_control,Therapeutic efficacy categorization,function,Modified Portmann score overall therapeutic efficacy,After three weeks of treatment,count,Clinical recovery: 16 (16.00%); Markedly effective: 34 (34.00%); Effective: 31 (31.00%); Ineffective: 19 (19.00%),100.0,not_reported,"χ2 = 12.151, P = 0.007",not_reported,chi-square test,0.007,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,Therapeutic efficacy categorization,function,Modified Portmann score overall therapeutic efficacy,After three weeks of treatment,count,Clinical recovery: 36 (35.29%); Markedly effective: 33 (32.35%); Effective: 24 (23.53%); Ineffective: 9 (8.82%),102.0,not_reported,"χ2 = 12.151, P = 0.007",not_reported,chi-square test,0.007,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_conv,conventional acupuncture group,active_control,SAS Score,mood,Self-Rating Anxiety Scale (SAS),Before Treatment,mean ± SD,50.27 ± 5.96,100.0,not_reported,"t = 1.111, P = 0.268 (vs YYHAT group pre-treatment)",not_reported,student t-test,0.268,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_conv,conventional acupuncture group,active_control,SAS Score,mood,Self-Rating Anxiety Scale (SAS),After Treatment (three weeks),mean ± SD,42.47 ± 3.26,100.0,significantly reduced compared to pre-treatment (P < 0.05),"t = 2.299, P = 0.023 (vs YYHAT group post-treatment)",not_reported,student t-test,0.023,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,SAS Score,mood,Self-Rating Anxiety Scale (SAS),Before Treatment,mean ± SD,49.39 ± 5.31,102.0,not_reported,"t = 1.111, P = 0.268 (vs conventional group pre-treatment)",not_reported,student t-test,0.268,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,SAS Score,mood,Self-Rating Anxiety Scale (SAS),After Treatment (three weeks),mean ± SD,41.25 ± 4.21,102.0,significantly reduced compared to pre-treatment (P < 0.05),"t = 2.299, P = 0.023 (vs conventional group post-treatment)",not_reported,student t-test,0.023,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_conv,conventional acupuncture group,active_control,SDS Score,mood,Self-Rating Depression Scale (SDS),Before Treatment,mean ± SD,50.58 ± 4.98,100.0,not_reported,"t = 1.040, P = 0.300 (vs YYHAT group pre-treatment)",not_reported,student t-test,0.300,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_conv,conventional acupuncture group,active_control,SDS Score,mood,Self-Rating Depression Scale (SDS),After Treatment (three weeks),mean ± SD,40.15 ± 3.48,100.0,significantly reduced compared to pre-treatment (P < 0.05),"t = 3.332, P = 0.001 (vs YYHAT group post-treatment)",not_reported,student t-test,0.001,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,SDS Score,mood,Self-Rating Depression Scale (SDS),Before Treatment,mean ± SD,49.86 ± 4.85,102.0,not_reported,"t = 1.040, P = 0.300 (vs conventional group pre-treatment)",not_reported,student t-test,0.300,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,SDS Score,mood,Self-Rating Depression Scale (SDS),After Treatment (three weeks),mean ± SD,38.72 ± 2.54,102.0,significantly reduced compared to pre-treatment (P < 0.05),"t = 3.332, P = 0.001 (vs conventional group post-treatment)",not_reported,student t-test,0.001,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_conv,conventional acupuncture group,active_control,Perception of Treatment Effectiveness,quality_of_life,Hospital-developed patient satisfaction questionnaire,After treatment,mean ± SD,4.76 ± 1.06,100.0,not_reported,"t = 2.347, P = 0.020",not_reported,student t-test,0.020,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,Perception of Treatment Effectiveness,quality_of_life,Hospital-developed patient satisfaction questionnaire,After treatment,mean ± SD,5.12 ± 1.11,102.0,not_reported,"t = 2.347, P = 0.020",not_reported,student t-test,0.020,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_conv,conventional acupuncture group,active_control,Perception of Medical Staff's Professionalism,quality_of_life,Hospital-developed patient satisfaction questionnaire,After treatment,mean ± SD,4.97 ± 0.52,100.0,not_reported,"t = 0.087, P = 0.931; no significant difference",not_reported,student t-test,0.931,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,Perception of Medical Staff's Professionalism,quality_of_life,Hospital-developed patient satisfaction questionnaire,After treatment,mean ± SD,4.99 ± 2.15,102.0,not_reported,"t = 0.087, P = 0.931; no significant difference",not_reported,student t-test,0.931,not_reported,Peripheral facial paralysis (Bell's palsy)
25206576,arm_conv,conventional acupuncture group,active_control,Perception of Medical Staff's Attitude,quality_of_life,Hospital-developed patient satisfaction questionnaire,After treatment,mean ± SD,5.15 ± 0.32,100.0,not_reported,"t = 0.713, P = 0.477; no significant difference",not_reported,student t-test,0.477,not_reported,Peripheral facial paralysis (Bell's palsy)
